TMPO-AS1	TMPO	VBN NNP NN IN NN DT CC NN NNS NN IN NNS IN NNP 
DDX11-AS1	EZH2	VBD NN RB DT NN NN NN NN CC NN NNS IN NN VBD NN IN NN VBD IN NN IN JJ NN IN NN NN NN CC NNS NN NN NN VBD VBN IN NN NN NN VBG IN NN IN CC NN NNS IN NNP 
MFI2-AS1	MYCBP	VBN NN NN NN NN NN NN CC NN VBG IN NN CC NN IN NN 
FAF	FGF9	NN RB NN NN IN NN MD RB NN DT NN IN 
LINC00313	ALX4	NN PRP NN IN DT JJ NN IN NN IN NNS IN JJ NN IN NN NN VBG NN CC NN NN IN DT NN IN JJ NN CD 
LINC00313	ALX4	VBN NN IN VBG DT NN IN CC NN DT NN NN IN CC NN DT NN IN NNS IN JJ VBD 
LINC00313	ALX4	VBN NN DT JJ VBN IN NN VBD VBN JJ IN NN VBD NN IN NN VBZ DT WDT IN VBD RB NNS IN NN NN 
LINC00313	ALX4	VBD IN VBZ PRP$ VBN IN NN NN TO DT NN NN CC NN NNS VBN NN CC NN VBP TO NN DT NN IN NN NN VBG RB NN DT NN 
LINC00313	DNMT1	VBD IN VBZ PRP$ VBN IN NN NN TO DT NN NN CC NN NNS VBN NN CC NN VBP TO NN DT NN IN NN NN VBG RB NN DT NN 
LINC00313	DNMT3B	VBD IN VBZ PRP$ VBN IN NN NN TO DT NN NN CC NN NNS VBN NN CC NN VBP TO NN DT NN IN NN NN VBG RB NN DT NN 
LINC00313	ALX4	VBZ NN JJ NN NN NN RB RB IN NN NN IN NN VBG IN NN DT NN IN CC VBG NN PRP$ NN IN NN IN DT NNP NN NN 
RHPN1-AS1	P53	VBN JJ NN IN NN IN NN VBD NN NN NN VBD NN IN DT NN CC NNS NN NN CC VB DT NN IN VBN NN NN NN NN IN CC NN NNS 
RHPN1-AS1	P53	VBN NN NN NN VBP IN NN VBZ DT JJ NN IN CC NN JJ JJ NN IN NN VBZ NN NN IN NN NN NN IN NN 
PYCARD-AS1	PYCARD	VBN PRP VBP DT JJ NN TO DT JJ NN VBN NN VBZ WDT NN DT JJ JJ CC JJ CC VBN VBZ NN IN DT NN NNS IN NN NN 
PYCARD-AS1	PYCARD	VBN NNP DT NN VBN VBZ NN IN : VBZ NN RB NN NN IN DT JJ NN VBG NN WDT NNP VBZ DT JJ JJ NN IN 
ROR	FOXM1	VBG DT NN IN NN IN NN VBN VBG RB NN DT JJ 
ROR	FOXM1	JJ NN NN IN DT CC NN NN DT NN TO NNS IN NNP 
ROR	FOXM1	VBD NNS DT NN DT JJ JJ NN NN IN CC NN CC VBN NNS PRP$ NN IN NN NNS IN NN NN 
H19	ITGB3	VB NNS IN DT PRP MD VB IN NN IN NN CC CC NN NNS IN JJ NN NN IN DT NN NN 
H19	ITGB3	VB NN NN IN MD NN JJ JJ NN CC NN NN IN NN CC NN NN NN DT JJ NN IN 
MALAT1	eIF4E	VBD NN IN DT PRP VBD NN RB NN NN IN VBZ RB VBG IN NN NN TO PRP$ JJ NN NN JJ NN NN NN 
MALAT1	SFPQ	VBZ RB NN RB NNP TO NNP NNP NN CC NN NN JJ VBG NNS PRP$ JJ NN IN NN 
MALAT1	ZEB2	VBD NN NN CC NN NN JJ CC NN JJ NN TO 
MALAT1	ZEB2	NNS VBP RB NN IN DT NN NN IN VBP TO NN DT NN IN NN NN VBG RB NNP CC NN 
H19	NADPH	NN DT VBN NN IN DT NNS IN NN NN JJ NN NN CC JJ NN IN NN NNS IN JJ JJ JJ JJ NN CC VBG NN DT PRP IN 
H19	NOX4	VBN NN DT NN IN NN NN CC JJ NNS IN JJ CC JJ JJ VBD NN IN 
H19	NOX4	VBD NNS DT JJ VBN IN NNS DT NN IN NN CC NN NN VBD CC VBD NN VBD NNS IN DT JJ CC JJ JJ 
H19	NOX4	VBD NN IN NN VBN NN DT JJ JJ RB NN IN CC NN VBD RB NN IN NN 
H19	NOX4	NN NN RB NN VBZ DT RB NN IN CC VB NN IN NN NN IN VBG IN RB NN CC VBG RB VBG NNP NN 
AFAP1-AS1	RBM5	VBN RB NN DT CC NN NNS NN IN VBD VBN IN NN VBD RB 
AFAP1-AS1	RBM5	NNS JJ RB VBP DT NN NN VBD RB NN TO NN NN NN IN NN NN NNS NN IN DT NN IN NN NN IN NN NN CC NN VBG IN NN NN WDT MD VB DT JJ JJ NN IN NN IN NN 
LUCAT1	KISS1	JJ NN IN NN DT CC NN NN NN IN VBD NN IN NN 
LUCAT1	KISS1	JJ NN DT NN NN IN VBD RB NN TO DT NN NN IN VBP NNS IN NN NN NN MD NN CC NN NNS IN NN NN VBG IN NN NN WDT MD VB DT JJ JJ NN IN NN 
LINC00460	AKT	VBN NNP : CC JJ NNS NN VBD VBP TO NNS NN IN NN CC NN NN IN DT NNS IN JJ NNS JJ CC VBZ DT NN IN NNP NN 
LINC00460	ERK	VBN NNP : CC JJ NNS NN VBD VBP TO NNS NN IN NN CC NN NN IN DT NNS IN JJ NNS JJ CC VBZ DT NN IN NNP NN 
LINC00460	STC2	VBN VBN NN NN NN NN CC NN DT NNS IN NN IN VBD VB TO JJ NN DT NN IN NN NN NN NN IN NN CC NN VBD RB VBN IN NN VBD RB NN IN 
LINC00460	STC2	VBN NN IN VBD VBP TO NN TO DT CC NN 
AFAP1-AS1	LSD1	VBN RB PRP VBD IN NN NN CC NN NN TO JJ NN CD VBD RB NNS IN JJ JJ NN NN NN VBG NN JJ JJ 
AFAP1-AS1	LSD1	VBN RB NNS JJ NN VBG NN CC NNS NN VBD IN NN NN NN NN JJ CD NN NN IN NN NNS TO DT NN NN NN IN CC NN NNS 
AFAP1-AS1	HBP1	VBN RB NNS JJ NN VBG NN CC NNS NN VBD IN NN NN NN NN JJ CD NN NN IN NN NNS TO DT NN NN NN IN CC NN NNS 
AFAP1-AS1	HBP1	JJ NN DT JJ NN IN VBZ RB JJ IN DT JJ NN IN 
AFAP1-AS1	HBP1	VBP NN IN VBZ PRP$ JJ IN NN VBZ CC VBP IN NN DT NN NN NN MD NN DT JJ JJ NN IN 
AFAP1-AS1	LSD1	VBP NN IN VBZ PRP$ JJ IN NN VBZ CC VBP IN NN DT NN NN NN MD NN DT JJ JJ NN IN 
ncRAN	JNK	VBD NN IN NN NN DT NN IN NN VBN NN IN NN NN CC NNS NN NN NN JJ NN NNS IN NN NN IN NN RB NN IN VBG JJ NNS NN CC NN NNS WDT JJ JJ NNS IN CC NNS NN IN 
ncRAN	CCL5	VBD NN IN NN NN DT NN IN NN VBN NN IN NN NN CC NNS NN NN NN JJ NN NNS IN NN NN IN NN RB NN IN VBG JJ NNS NN CC NN NNS WDT JJ JJ NNS IN CC NNS NN IN 
H19	Igf2	JJ RB PRP VBD RB RB JJ IN NN DT NN IN NN IN VBD NN TO DT NN NN IN CC NN NN 
SNHG1	Akt	NNS NN DT JJ VB TO NN DT NN IN NN NN JJ JJ NN NN CD NN IN NN CC VBN WRB NN VBZ NN IN JJ NN CC NN DT VBN NN VBD WDT VBP VBN VBP TO NN DT NNS IN NNP 
LINC00511	CDK6	VB RB NNS DT NN IN JJ JJ JJ CD NN NN DT VBN RB JJ NN IN DT NN NNS IN NN NN NN JJ VBN VBD VB TO NNS DT NN IN NN CC NN NN JJ CD NN NNS IN NN NN CC NNS 
NEAT1	SFPQ	VBZ JJ IN NN DT JJ NN NNS JJR NNS WDT VBP JJ NN NNS IN DT JJ NN NN CC NN VBP IN RB NN IN 
NEAT1	NONO	VBZ JJ IN NN DT JJ NN NNS JJR NNS WDT VBP JJ NN NNS IN DT JJ NN NN CC NN VBP IN RB NN IN 
lnc-TIGD1L2-3	NaOx	JJ NNS CD NNS CD CC JJ CD NNS NN NN NN NN NN NNS IN DT NN VBD NN IN VBD NNS IN DT NN VBZ IN NN 
KIN-1	NaOx	JJ NNS CD NNS CD CC JJ CD NNS NN NN NN NN NN NNS IN DT NN VBD NN IN VBD NNS IN DT NN VBZ IN NN 
lnc-MB-6	NaOx	JJ NNS CD NNS CD CC JJ CD NNS NN NN NN NN NN NNS IN DT NN VBD NN IN VBD NNS IN DT NN VBZ IN NN 
LINC00467	DKK1	JJ RB NN VBD NN IN DT NNS IN NN NN CC NN VBD RB NNS IN NN 
LINC00467	DKK1	VBN NN JJ NN IN NN NN NN IN NN RB VBP TO NN NN NN NN 
H19	C8orf4	VBN NNS DT JJ NN IN CC NN NN IN NN NN NN NN CC NN CC NN JJ VBD NN NN VBN RB JJ IN DT NN IN JJ 
H19	C8orf4	VBZ NN DT NN NN IN DT VBG JJ NN NN IN VBP TO NN NN JJ NN VBG RB NN JJ NNS IN 
CHRF	p65	VBN RB NN VBD VBN TO VB RB NN IN NN CC NN PRP$ VBN NNS DT NN IN NN VBD NNS IN JJ NN JJ DT NN IN NN NN CC NN NN IN VBN VBD RBR NN IN NN VBD IN NN IN 
H19	PI3K	VBD NN DT JJ NN IN NN CC NN NNS IN DT NN NN JJ NN DT JJ DT JJ TO NNS IN DT NN JJ JJ VBN IN NNS DT VBN NN IN NN CC NN VBD RB 
H19	AKT	VBD NN DT JJ NN IN NN CC NN NNS IN DT NN NN JJ NN DT JJ DT JJ TO NNS IN DT NN JJ JJ VBN IN NNS DT VBN NN IN NN CC NN VBD RB 
H19	mTOR	VBD NN DT JJ NN IN NN CC NN NNS IN DT NN NN JJ NN DT JJ DT JJ TO NNS IN DT NN JJ JJ VBN IN NNS DT VBN NN IN NN CC NN VBD RB 
BWS	IGF2	VB NNS DT NN DT VBN IN NN DT JJ CC NN JJ JJ NN TO CD NN DT NNS IN JJ NN IN DT NN CC NN JJ NNS IN DT VBG NN IN DT NN IN VBG NN IN DT NN NN TO NN IN CC DT JJ NN IN CC NN DT JJ NN IN NN IN DT NNS 
H19	IGF2	VBZ NN NNS IN DT RB VBN IN NN NN IN VBG VBZ RB RB NN TO NN IN NNS IN DT NN CC NN CC VBZ NN DT VBN IN NN NN VBZ NN IN DT NN IN DT NN VBN NNS IN JJ NN NNS VBG 
H19	IGF2	VBN NNS IN JJS NN VBZ RB NN IN DT JJ VBN IN NN VBZ NN RB IN DT JJ 
H19	IGF2	JJ NN DT NNS IN NN VBG CC NN VBP RB NN IN JJ NN IN DT JJ CC JJ RB 
ncRAN	E2F5	VB VBN VBN RB NNS PRP$ VBZ IN NN NN NN NN NN NN IN RB JJ NN IN CC NN MD VB IN DT JJ JJ NN IN NN NN 
LINC00672	LASP1	NN NN RB VBZ SYM : VBG NN VBG NNS IN IN JJ JJ NN IN DT JJ VBZ WDT RB NN JJ NN IN NN DT VBN RB VBG NN IN CC VBN RB JJR NN IN VBN NN NNS IN JJ NN NN MD NNS DT NN IN CC JJ NN DT NNS IN JJ NN IN CC DT FW FW FW IN VBN NN RB RB NN DT NN CD JJ NN IN NNS IN NNP CC VBD NN DT NNS IN NN NN TO 
LINC00672	p53	NN NN RB VBZ SYM : VBG NN VBG NNS IN IN JJ JJ NN IN DT JJ VBZ WDT RB NN JJ NN IN NN DT VBN RB VBG NN IN CC VBN RB JJR NN IN VBN NN NNS IN JJ NN NN MD NNS DT NN IN CC JJ NN DT NNS IN JJ NN IN CC DT FW FW FW IN VBN NN RB RB NN DT NN CD JJ NN IN NNS IN NNP CC VBD NN DT NNS IN NN NN TO 
LINC00672	LASP1	VBP NNS DT VBP IN NN MD NN NN NN IN DT JJ NN IN JJ NN VBG RB NNS NN CC NN NN TO 
HOTAIR	SRF	VB RB JJ NN IN CC CC NN MD NN DT NN IN JJ NN NN CC NN NN IN NN 
CASC2	CPEB1	VBZ NN NN IN JJ DT JJ NNS IN NN NN VBD RB NN CC NN VBD JJ NN IN JJ CC VBZ NN IN DT NNS IN NN NN NN JJ IN 
LINC01213	NRAS	JJ VBD RB NN NN CC NN VBD NN IN NN CC NN VBD NN TO NNS 
LINC01133	NRAS	JJ VBD RB NN NN CC NN VBD NN IN NN CC NN VBD NN TO NNS 
LOC284578	NRAS	JJ VBD RB NN NN CC NN VBD NN IN NN CC NN VBD NN TO NNS 
PVT1	CD151	VBN VBN NNS DT NN IN NN IN DT NN IN CC NN VBD NN IN NN NN VBD VBD NNS IN NN WDT IN NNS IN DT VBN JJ CC NN NN NN IN VBD 
PVT1	FGF2	VBN VBN NNS DT NN IN NN IN DT NN IN CC NN VBD NN IN NN NN VBD VBD NNS IN NN WDT IN NNS IN DT VBN JJ CC NN NN NN IN VBD 
MALAT1	JAG1	VBD NN NN NN NN NN CC NN NN IN JJ NN 
SNHG1	p53	VBN NN IN NN NN DT NN VBZ NN IN DT NN IN PRP$ NN IN CC VBZ PRP NN IN NN IN NN VBZ WDT NNS NN CC VBZ NN JJ NN IN NN NN NN IN NN 
SNHG1	p53	VBP NNS PRP$ VBZ IN NN DT NN IN NN CC NN NN NN CC NN JJ NN IN NN CC VBP JJ JJ IN NN DT NN IN NN JJ NNS IN JJ VBZ RB 
SNHG20	ZEB1	VBN VBN JJ NN NNP NN CC NN NN VBD VB TO NN DT NN IN NN CC NN DT JJ NN NNS IN NNP NN NN NN CC NNS NN NN VBD VBP TO NN DT NN CC NN NN NN NN CC NN NN VBD VBP TO NNS DT NN CC NN NN NN IN NN CC NNS JJ JJ NN NN NN NN CC NN 
SNHG20	ZEB2	VBN VBN JJ NN NNP NN CC NN NN VBD VB TO NN DT NN IN NN CC NN DT JJ NN NNS IN NNP NN NN NN CC NNS NN NN VBD VBP TO NN DT NN CC NN NN NN NN CC NN NN VBD VBP TO NNS DT NN CC NN NN NN IN NN CC NNS JJ JJ NN NN NN NN CC NN 
SNHG20	ZEB1	VBD RB JJ NN IN NN NN NN CC NN NN CC VBN NN DT NN NNS IN NNP 
SNHG20	ZEB2	VBD RB JJ NN IN NN NN NN CC NN NN CC VBN NN DT NN NNS IN NNP 
SNHG20	EZH2	VBD NN JJ VBP IN NN MD NN TO NN IN NN NN CD CC NN VBD NN 
HAS1	PCNA	VBD NN NN VBD IN JJ NN IN NN DT NN JJ NN CC NN NN NNS IN NNP 
HAS1	NKD1	VBD NN NN NN NN CC NNS NN NN NN VBD IN VBG IN NN IN NN IN NN NN CD NN NN NN NN VBG IN NN DT CC NN NN 
HAS1	p21	VBD NN NN NN NN CC NNS NN NN NN VBD IN VBG IN NN IN NN IN NN NN CD NN NN NN NN VBG IN NN DT CC NN NN 
NEAT1	p53	VBD NN IN DT NN NNS IN JJ NN JJ NNP NN IN NN IN NN DT NN VBZ DT JJ JJ NN IN 
NEAT1	p53	VBZ NN DT NN IN NN NN IN NN DT JJ NN IN NN IN NN NN CC VBZ RB NN NN WDT VBG NNS IN JJ 
Linc00441	RB1	VBN PRP VBD IN NN JJ VBN JJ VBD JJ NN IN NN NNS IN JJ NN 
Linc00441	RB1	JJ NN IN NN DT JJ NN IN CC NN JJ JJ NN MD VB DT FW FW NN NN IN DT NN IN NNP IN CC VB MD VBG IN NN NN IN NN NN IN DT 
lncRNA-MODR	RUNX2	VBN NN VBZ RB NN IN JJ NN NN VBD VBN IN NN NN NN DT NN IN DT JJ JJ NN JJ NN CD NN 
lncRNA-MODR	RUNX2	NNS JJ NN IN DT JJ NN IN NN CC VBZ IN NN NN IN VBN NN 
H19	Igf2	JJ NN JJ NN CD NNS NN CC NN VBP RB CC VBN IN JJ VBP VBN RB RBS NNS JJ RB DT CC NN IN DT JJ 
H19	IGF2	VBD NN NNS IN JJ NN VBD IN NN DT : VBG NNS JJ RB NN VBG VBN IN NN CC NN MD VB JJ NN IN 
KvLQT1	KvDMR1	VBD NN DT NNS IN RB NN NN IN NN DT VBN RB NN NN IN DT NN IN DT NN 
H19	Igf2	NN NN DT NN CC NNS NN JJ RB NN IN CD CC VBN VBP RB 
H19	Igf2	VB NNS DT RB JJ NN IN DT JJ CC NN NN IN DT JJ 
H19	IGF2	VBZ NN NN IN DT NN IN NN IN JJS IN NNS IN NN IN NN NN DT VBP WDT MD NN TO PRP$ NN IN DT NN 
H19	IGF2	VBN NNS VBP NN IN NN IN NN NN IN NN NN NN CD DT JJ VBP TO NNS JJ JJ NN VBG JJ NN CD NN NN CC NN NN 
H19	p57	VBN NNS VBP NN IN NN IN NN NN IN NN NN NN CD DT JJ VBP TO NNS JJ JJ NN VBG JJ NN CD NN NN CC NN NN 
Xist	Dnmt1	NN NN IN VBG NN CC VBG IN NN DT NN IN CC NN NN IN NN VBG NN NN DT JJ NNS NNS IN NNP JJ VBG NN DT JJ NNS IN NN NN NN 
H19	CDKN1C	VBN NN JJ NNS IN JJ JJ NN VBG NN NN CC NN VBZ VBN NNS IN NNS 
H19	IGF2	VBN NN JJ NNS IN JJ JJ NN VBG NN NN CC NN VBZ VBN NNS IN NNS 
KCNQ1OT1	CDKN1C	VBN NN JJ NNS IN JJ JJ NN VBG NN NN CC NN VBZ VBN NNS IN NNS 
KCNQ1OT1	IGF2	VBN NN JJ NNS IN JJ JJ NN VBG NN NN CC NN VBZ VBN NNS IN NNS 
H19	CDKN1C	NN DT VBZ DT JJ NN IN DT NN IN DT VBG NNS IN NN IN DT NN VBN WRB NNS NN VBD NN IN NN IN VBG CC NN NN IN CC NN VBG 
H19	IGF2	NN DT VBZ DT JJ NN IN DT NN IN DT VBG NNS IN NN IN DT NN VBN WRB NNS NN VBD NN IN NN IN VBG CC NN NN IN CC NN VBG 
KCNQ1OT1	CDKN1C	NN DT VBZ DT JJ NN IN DT NN IN DT VBG NNS IN NN IN DT NN VBN WRB NNS NN VBD NN IN NN IN VBG CC NN NN IN CC NN VBG 
KCNQ1OT1	IGF2	NN DT VBZ DT JJ NN IN DT NN IN DT VBG NNS IN NN IN DT NN VBN WRB NNS NN VBD NN IN NN IN VBG CC NN NN IN CC NN VBG 
Xist	G6PD	VBD JJ DT NN IN DT JJ VBN TO NNS DT NN IN FW FW NN CC NN JJ NN NN IN DT JJ NN NNS IN DT JJ NN NN CC NN NNS IN JJ NN 
Xist	PGK	VBD JJ DT NN IN DT JJ VBN TO NNS DT NN IN FW FW NN CC NN JJ NN NN IN DT JJ NN NNS IN DT JJ NN NN CC NN NNS IN JJ NN 
H19	Igf2	JJ NN DT JJ JJ NN IN CC NN VBD NN TO NNS IN JJ NN CC VBD VBN RB VBN WRB NN VBD NN IN DT JJ JJ NN 
H19	Dnmt1	JJ NN DT JJ JJ NN IN CC NN VBD NN TO NNS IN JJ NN CC VBD VBN RB VBN WRB NN VBD NN IN DT JJ JJ NN 
H19	EGF	VBN NN NN NN VBD NNS IN JJ NN VBG JJ NN JJ NNS IN NN JJ NN NN VBD RBR NN IN CC NN NN IN NN DT NN JJ IN NN NN CC NN VBD 
H19	FGF-2	VBN NN NN NN VBD NNS IN JJ NN VBG JJ NN JJ NNS IN NN JJ NN NN VBD RBR NN IN CC NN NN IN NN DT NN JJ IN NN NN CC NN VBD 
H19	Snrpn	VB TO VBZ WRB NN IN NN NN NN DT JJ NN VBN PRP VBG NNS NN IN NN CC VBN NN DT JJ NNS IN CD JJ : NN NN NN CC NN 
H19	Igf2	VB TO VBZ WRB NN IN NN NN NN DT JJ NN VBN PRP VBG NNS NN IN NN CC VBN NN DT JJ NNS IN CD JJ : NN NN NN CC NN 
H19	Igf2r	VB TO VBZ WRB NN IN NN NN NN DT JJ NN VBN PRP VBG NNS NN IN NN CC VBN NN DT JJ NNS IN CD JJ : NN NN NN CC NN 
H19	L23mrp	VBZ NN DT JJ NN IN CC NN NN DT CC NN DT NN 
H19	Igf2	VBN NN VBZ NN IN DT VBN RB VBN IN NN DT VBN VBZ NN IN DT JJ 
2G7	MRPL23	VBN PRP RB NNS CD VBN RB CD NN CC CD NN IN CD NN IN JJ RB NN IN DT JJ NN VBG IN NNS NN NN CD NN IN DT JJ 
2G7	TNNT3	VBN PRP RB NNS CD VBN RB CD NN CC CD NN IN CD NN IN JJ RB NN IN DT JJ NN VBG IN NNS NN NN CD NN IN DT JJ 
H19	MRPL23	VBN PRP RB NNS CD VBN RB CD NN CC CD NN IN CD NN IN JJ RB NN IN DT JJ NN VBG IN NNS NN NN CD NN IN DT JJ 
H19	TNNT3	VBN PRP RB NNS CD VBN RB CD NN CC CD NN IN CD NN IN JJ RB NN IN DT JJ NN VBG IN NNS NN NN CD NN IN DT JJ 
H19	DUSP8	VBN JJ DT NN NN IN DT JJ NN JJ NN IN CC NN VBZ RB RB 
H19	MUCDHL	VBN JJ DT NN NN IN DT JJ NN JJ NN IN CC NN VBZ RB RB 
H19	PEG3	VB VBG NNS CD JJ PRP VBP DT JJ NN IN JJ NNS IN DT VBN RB NN CC NN CC NN NNS IN DT VBN RB NN CC NN NNS IN CD CD TO 
H19	SNRPN	VB VBG NNS CD JJ PRP VBP DT JJ NN IN JJ NNS IN DT VBN RB NN CC NN CC NN NNS IN DT VBN RB NN CC NN NNS IN CD CD TO 
H19	NESP55	VB VBG NNS CD JJ PRP VBP DT JJ NN IN JJ NNS IN DT VBN RB NN CC NN CC NN NNS IN DT VBN RB NN CC NN NNS IN CD CD TO 
KvDMR1	KCNQ1	NN NN DT JJ RBS VBN NNS IN VBZ DT NN IN NN IN DT JJ NN IN NN DT JJ NN NN IN DT NN 
XIST	RPS4Y	VB NN DT JJ NN IN JJ NN IN NN NN CC NN CC NNS JJ NN NN NNS IN JJ MD RB VB TO NNS NN IN VBN NNS IN DT JJ 
XIST	SMCY	VB NN DT JJ NN IN JJ NN IN NN NN CC NN CC NNS JJ NN NN NNS IN JJ MD RB VB TO NNS NN IN VBN NNS IN DT JJ 
XIST	UTY	VB NN DT JJ NN IN JJ NN IN NN NN CC NN CC NNS JJ NN NN NNS IN JJ MD RB VB TO NNS NN IN VBN NNS IN DT JJ 
H19	Igf2	VBN NN CC NN VBP RB NNS JJ 
H19	VDUP1	VBD NN JJ NN IN DT JJR NNS IN DT NN IN DT JJ JJ NN VBN WRB NN DT NN VBD JJ TO VB RBR NN DT NN IN JJ NN NN NN NN CD : NN VBN NN CD NN CC NN DT JJ NN VBZ IN NNP DT VBN NN NN : VBD NN VBD RB NN IN NN IN DT NN NN 
H19	VDUP1	JJ NNS DT NN RB IN DT VBN IN NN NN CC NN DT VBP VBN NN IN NN CC NN NN DT JJ NN IN VBZ IN WRB NN DT NNS IN DT NN TO DT NN NN IN DT JJ NN NN NN IN JJ JJ 
H19	OCT4	VBN PRP VBP DT NN IN NN NN IN NN NN NN CC NN NN IN CC NNS NN NN IN NNP CC NN NN RB 
H19	OCT4	VBN NN IN DT JJ NN NN VBD IN NN NN IN JJ RB 
H19	Igf2r	VBN VBP TO VBN IN VBG JJ JJ VBD VBN NNS IN DT VBN NN IN NN NN PRP FW DT NN NN NNS IN VBN RB NNS IN CD JJ NN NN CC NN 
Lit1	Igf2r	VBN VBP TO VBN IN VBG JJ JJ VBD VBN NNS IN DT VBN NN IN NN NN PRP FW DT NN NN NNS IN VBN RB NNS IN CD JJ NN NN CC NN 
H19	Ascl2	VBD NNS JJ NN NN IN DT JJ RB NN IN NN NN NN CC NN VBN IN NN IN DT NN JJ JJ NN IN DT RBS VBD 
H19	Snrpn	VBD NNS JJ NN NN IN DT JJ RB NN IN NN NN NN CC NN VBN IN NN IN DT NN JJ JJ NN IN DT RBS VBD 
H19	Xist	VBD NNS JJ NN NN IN DT JJ RB NN IN NN NN NN CC NN VBN IN NN IN DT NN JJ JJ NN IN DT RBS VBD 
H19	Snrpn	VBN NN VBZ NN IN NN CC NN NN IN CC VBZ IN NN NN JJ NN IN DT 
H19	NDN	VBN VBN NNS CD NNP NNP NNP NN CC NN JJ JJ TO VB NNS IN CC NNS VBD NN IN NNS IN NN NN IN IN CD VBG NNS JJ NN IN DT NNP IN NN NN CC NN NN VBD NN IN DT JJ NN 
H19	SNRPN	VBN VBN NNS CD NNP NNP NNP NN CC NN JJ JJ TO VB NNS IN CC NNS VBD NN IN NNS IN NN NN IN IN CD VBG NNS JJ NN IN DT NNP IN NN NN CC NN NN VBD NN IN DT JJ NN 
H19	IGF2	VBN VBN NNS CD NNP NNP NNP NN CC NN JJ JJ TO VB NNS IN CC NNS VBD NN IN NNS IN NN NN IN IN CD VBG NNS JJ NN IN DT NNP IN NN NN CC NN NN VBD NN IN DT JJ NN 
JADE	Jade1	VBZ NNP RB NN NN DT JJ NN IN DT NN JJ NN NN TO NN NN NN 
JADE	HBO1	VBZ NNP RB NN NN DT JJ NN IN DT NN JJ NN NN TO NN NN NN 
SOX2OT	SOX2	VBN RB PRP VBP NN DT JJ NNS IN NN NN IN CC DT NNS IN NN NN IN NN CC NN NNS IN NN JJ NN NN NN NN 
SOX2OT	OCT4	VBN RB PRP VBP NN DT JJ NNS IN NN NN IN CC DT NNS IN NN NN IN NN CC NN NNS IN NN JJ NN NN NN NN 
SOX2OT	OCT4	VBD NNS PRP$ NN DT JJ NN NN IN NN IN IN CC NN NNS IN NN NNS VBN TO DT JJ VBN NN IN DT NNS IN JJ 
SOX2OT	SOX2	VBD NNS PRP$ NN DT JJ NN NN IN NN IN IN CC NN NNS IN NN NNS VBN TO DT JJ VBN NN IN DT NNS IN JJ 
HOTTIP	HOXA13	VB VBG RB IN NNS JJ CC NN PRP VBD IN NNS DT NN IN CC NN VBP NNS IN NN NN JJ CC VBP NN NN 
Malat1	YAP	VBN RB VBN NNS DT NN DT JJ VBG NN DT NN IN NN CC NN CC JJ NN DT JJ NN IN VBG IN NN JJ JJ NN 
Malat1	SRSF1	VBN RB VBN NNS DT NN DT JJ VBG NN DT NN IN NN CC NN CC JJ NN DT JJ NN IN VBG IN NN JJ JJ NN 
H19	Peg3	VBN NN DT NN IN CC NN NN NN IN NN NN CC NN VBD NN IN JJ CC NNS IN DT JJ NN IN DT 
H19	Ndn	VBN NN DT NN IN CC NN NN NN IN NN NN CC NN VBD NN IN JJ CC NNS IN DT JJ NN IN DT 
H19	Snrpn	VBN NN DT NN IN CC NN NN NN IN NN NN CC NN VBD NN IN JJ CC NNS IN DT JJ NN IN DT 
H19	Peg3	VBD VB PRP VBD NN NN IN JJ NN CC NN CC NN IN DT NN VBZ JJ NNS CC NN NN IN CC NN CC NN DT NN IN NN VBZ RB 
H19	Snrpn	VBD VB PRP VBD NN NN IN JJ NN CC NN CC NN IN DT NN VBZ JJ NNS CC NN NN IN CC NN CC NN DT NN IN NN VBZ RB 
H19	CpG7	VBD VB PRP VBD NN NN IN JJ NN CC NN CC NN IN DT NN VBZ JJ NNS CC NN NN IN CC NN CC NN DT NN IN NN VBZ RB 
H19	CpG11	VBD VB PRP VBD NN NN IN JJ NN CC NN CC NN IN DT NN VBZ JJ NNS CC NN NN IN CC NN CC NN DT NN IN NN VBZ RB 
NEAT1	SFPQ	NN RB NNS PRP$ NNS WDT VBP NN DT JJ NN IN DT JJ JJ NN IN DT JJ NNS IN JJ NN IN DT JJ JJ NN IN CC NN 
CDKN2BAS	CDKN2A	VBN VBN RB PRP VB TO NN DT NNS IN DT NN NN NN NN CC NN VBP IN NN TO NN DT NN NN NN CC NN DT NN IN NN NNS IN NN CC NNS JJ NN NN NN NNS IN CD NNS CD JJ CC NNS CD JJ NNP IN NN NN VBD 
linc-POU3F3	EZH2	VBN NNS IN NN NN NN VBD NN IN DT NN NN NN 
H19	Snrpn	JJ NN DT JJ JJ NNS IN DT JJ NNP NN CC NN VBD JJ IN CC DT CC NNS DT NNS IN DT JJ NN IN CC NN 
Kcnq1ot1	Snrpn	JJ NN DT JJ JJ NNS IN DT JJ NNP NN CC NN VBD JJ IN CC DT CC NNS DT NNS IN DT JJ NN IN CC NN 
TUG1	HOXB7	VB RB NN NN IN MD NN NN NN NN : VBD NNS NN VBD IN NN DT NN IN NN VBD NN IN NN NN IN NN CD NN DT JJ NN IN CC VBN VBD NN 
TUG1	EZH2	VB RB NN NN IN MD NN NN NN NN : VBD NNS NN VBD IN NN DT NN IN NN VBD NN IN NN NN IN NN CD NN DT JJ NN IN CC VBN VBD NN 
