TMPO-AS1	TMPO	VB NNP NN IN NN DT NN CC NN NN IN NN IN NNP 
LINC00313	ALX4	VBZ NN JJ NN NN NN NN RB RB DT NN IN NN VBP IN NN DT NN IN CC VB NN PRP NN IN NN IN DT NNP NN NN 
RHPN1-AS1	P53	VB NNP NN IN NN IN NN VBP NN NN NN VBP NN IN DT NN CC NN NN NN CC VB DT NN IN VBP NN NN NN NN IN CC NN NN 
RHPN1-AS1	P53	VB NN NN NN VBP IN NN VB DT JJ NN IN CC NN JJ JJ NN IN NN VBZ NN VB IN NN NN NN IN NN 
PYCARD-AS1	PYCARD	VB PRP VBP DT JJ NN TO DT JJ NN NN NN VBP WDT NN DT JJ JJ CC JJ CC VB VB VBG IN DT NN NN IN NN NN 
PYCARD-AS1	PYCARD	VB NNP DT JJ NN VB NN IN VBP NN RB NN NN IN DT JJ NN VBP NN WDT NNP VB DT JJ JJ NN IN 
ROR	FOXM1	NN VBG DT NN IN NN IN NN NN RB NN DT JJ 
ROR	FOXM1	VB NN NN IN DT CC NN NN DT NN TO NN IN NNP 
ROR	FOXM1	NN DT VBP NN DT JJ JJ NN NN IN CC NN CC VB VB PRP$ NN IN NN NN IN NN NN 
H19	ITGB3	VB NN IN DT PRP MD VB IN NN IN NN CC CC NN NN DT JJ NN NN IN DT NN NN 
H19	ITGB3	VB NN NN IN MD NN JJ JJ NN CC NN VBP IN NN NN CC NN VBP DT JJ NN IN 
MALAT1	eIF4E	VB NN IN DT PRP VBP NN NN VBD RB NN IN RB VBG IN NN PRP TO VB JJ NN NN JJ NN NN NN 
MALAT1	SFPQ	VBP VBP RB NN RB NNP TO NNP NNP NN CC NN NN JJ NN PRP JJ NN IN NN 
MALAT1	ZEB2	VB NN NN CC NN NN JJ CC NN JJ NN TO 
MALAT1	ZEB2	VB NN RB NN NN DT DT NN NN IN VBP TO NN DT NN IN NN NN RB NNP CC NN 
H19	NADPH	NN DT NN NN IN DT NNS IN NN NN JJ NN NN CC JJ NN IN NN NN IN JJ JJ JJ JJ NN CC VB NN DT PRP IN 
H19	NOX4	NN NN DT NN IN NN NN CC JJ NN IN JJ CC JJ JJ VB NN IN 
H19	NOX4	VBP NN DT JJ NN WDT NN DT NN IN NN CC NN NN VB CC VB JJ VB NN IN CC JJ CC JJ JJ 
H19	NOX4	VB NN IN NN VBP DT JJ VBP RB VB NN IN CC JJ VB RB NN IN NN 
H19	NOX4	NN RB NN NN VB DT RB NN IN CC VB NN IN NN NN IN VBP IN RB NN CC VBP RB VBG NNP NN 
AFAP1-AS1	RBM5	VBN RB NN DT CC NN NN NN IN VB VB IN NN VB RB 
AFAP1-AS1	RBM5	VB RB NN DT NN NN VB RB NN TO NN NN NN IN NN NN NN NN NN DT DT NN IN NN VBP IN NN NN CC NN VBP IN NN NN WDT MD VB DT JJ JJ NN IN NN IN NN 
LUCAT1	KISS1	JJ NN IN NN DT CC NN NN NN IN VB NN IN NN 
LUCAT1	KISS1	VB NN DT NN NN IN VB RB NN TO DT NN NN IN NN IN NN NN NN VBP MD NN CC NN NN IN NN NN VBP IN NN NN WDT MD VB DT JJ JJ NN IN NN 
LINC00460	AKT	NN NN NN : CC JJ NN VB VB TO NN NN IN NN CC NN NN IN DT NN IN JJ NN JJ CC NN DT NN IN NNP NN 
LINC00460	ERK	NN NN NN : CC JJ NN VB VB TO NN NN IN NN CC NN NN IN DT NN IN JJ NN JJ CC NN DT NN IN NNP NN 
LINC00460	STC2	VB VB NN NN NN NN CC NN DT NNS IN NN IN VB VB TO RB NN DT NN IN NN NN NN NN IN NN CC NN VB RB VBP IN NN VB RB NN IN 
LINC00460	STC2	VB NNP IN VB VBP TO NN TO DT CC NN 
AFAP1-AS1	LSD1	NN RB PRP VBD IN VBG NN CC VBP NN TO JJ NN CD VB RB VB IN JJ JJ NN NN NN NN NN JJ JJ 
AFAP1-AS1	LSD1	VBP RB NN JJ NN NN NN CC NN NN VBP IN NN NN NN NN JJ CD NN VB IN NN NN TO DT NN NN NN IN CC NN NN 
AFAP1-AS1	HBP1	VBP RB NN JJ NN NN NN CC NN NN VBP IN NN NN NN NN JJ CD NN VB IN NN NN TO DT NN NN NN IN CC NN NN 
AFAP1-AS1	HBP1	JJ NN DT JJ NN IN VB RB JJ IN DT JJ NN IN 
AFAP1-AS1	HBP1	VBP NN IN NN PRP$ JJ IN NN VB CC VB IN NN DT NN NN NN MD NN DT JJ JJ NN IN 
AFAP1-AS1	LSD1	VBP NN IN NN PRP$ JJ IN NN VB CC VB IN NN DT NN NN NN MD NN DT JJ JJ NN IN 
ncRAN	JNK	VB NN IN NN NN DT NN IN NN VBP NN IN NN NN CC NNS NN : NN NN NN JJ NN NN IN NN VBP IN RB JJ NN IN VB RB NN CC NN NN : NN NN WDT JJ JJ NNS IN CC JJ NN IN 
ncRAN	CCL5	VB NN IN NN NN DT NN IN NN VBP NN IN NN NN CC NNS NN : NN NN NN JJ NN NN IN NN VBP IN RB JJ NN IN VB RB NN CC NN NN : NN NN WDT JJ JJ NNS IN CC JJ NN IN 
H19	Igf2	JJ RB PRP VB RB RB VBP IN NN DT NN IN NN IN VB NN TO DT NN NN IN CC NN NN 
SNHG1	Akt	NN NN DT JJ VB TO NN DT NN IN NN NN JJ JJ NN NN CD NN IN NN CC JJ WRB NN VB NN IN JJ NN CC NN DT VBN NN VBP WDT VBP VB VB TO NN DT NN IN NNP 
LINC00511	CDK6	VB WRB NN DT NN IN JJ JJ JJ CD NN NN DT VBP RB JJ NN IN DT NN NN IN NN NN VB NN JJ VB VB TO NN DT NN IN NN CC NN NN JJ CD NN NN IN NN NN CC NN 
NEAT1	SFPQ	VBZ JJ IN NN DT JJ NN NNS JJ NN WDT VB JJ VBG NNP IN DT JJ NN NN CC NN VBP IN RB NN IN 
NEAT1	NONO	VBZ JJ IN NN DT JJ NN NNS JJ NN WDT VB JJ VBG NNP IN DT JJ NN NN CC NN VBP IN RB NN IN 
lnc-TIGD1L2-3	NaOx	VB NNP CD NNS CD CC JJ CD NNS NN NN NN NN NN NN IN DT NN NN IN JJ VB NN IN DT NN NN IN NN 
KIN-1	NaOx	VB NNP CD NNS CD CC JJ CD NNS NN NN NN NN NN NN IN DT NN NN IN JJ VB NN IN DT NN NN IN NN 
lnc-MB-6	NaOx	VB NNP CD NNS CD CC JJ CD NNS NN NN NN NN NN NN IN DT NN NN IN JJ VB NN IN DT NN NN IN NN 
LINC00467	DKK1	VB RB NN VB NN IN DT NN IN NN NN CC VBP RB NN NN IN NN 
LINC00467	DKK1	VB NN JJ NN IN NN NN NN IN RB NN VBP TO NN : NN NN NN 
H19	C8orf4	VB NN DT JJ NN IN CC NN NN IN NN NN NN NN CC NN CC NN JJ VB VB NN RB NN JJ IN DT NN IN JJ 
H19	C8orf4	VB NN DT NN NN DT DT VBP JJ NN NN IN VBP TO NN NN JJ NN VBP RB NN JJ NNS IN 
CHRF	p65	VB RB JJ VB VB TO VB RB NN IN NN CC VBP PRP NN NN DT NN IN NN JJ IN JJ NN VB NN DT NN IN PRP NN NN CC NN NN IN VBN VB RB NN IN NN VBP IN NN IN 
H19	PI3K	NN DT JJ NN IN NN CC NN VBP IN DT NN NN JJ NN NN DT JJ DT JJ TO NN IN DT NN JJ JJ NN IN NN DT VBN NN IN NN CC NN VB RB 
H19	AKT	NN DT JJ NN IN NN CC NN VBP IN DT NN NN JJ NN NN DT JJ DT JJ TO NN IN DT NN JJ JJ NN IN NN DT VBN NN IN NN CC NN VB RB 
H19	mTOR	NN DT JJ NN IN NN CC NN VBP IN DT NN NN JJ NN NN DT JJ DT JJ TO NN IN DT NN JJ JJ NN IN NN DT VBN NN IN NN CC NN VB RB 
BWS	IGF2	NN DT VBP NN DT NN WDT VBP DT JJ CC NN JJ JJ NN TO CD NN DT NN IN JJ NN IN DT NN CC NN JJ NN IN DT NN NN IN DT NN IN NN NN IN DT NN NN TO NN IN CC DT JJ NN IN CC NN DT JJ NN IN NN IN DT NNS 
H19	IGF2	VBP VBP NN NNS IN DT RB VBP IN NN VBG IN NN VB RB RB NN TO NN IN NN IN DT NN CC NN CC NN VBP NN DT VBP IN NN NN VB NN IN DT NN IN DT NN NN IN JJ NN NNS 
H19	IGF2	VB NN IN JJS NN VB VBP RB NN IN DT JJ IN NN VB NN RB IN DT JJ 
H19	IGF2	VBP NN NN NN IN NN NN CC NN VB RB NN IN JJ NN IN DT JJ CC JJ RB 
ncRAN	E2F5	VB VBP VBN RB VBG PRP$ VBZ IN NN NN NN NN NN VBP IN RB JJ NN IN CC NN MD VB DT DT JJ JJ NN IN NN NN 
LINC00672	LASP1	NN RB NN VB SYM : VBG NN NN NNS IN IN JJ JJ DT JJR NN DT JJ VB WDT RB NN JJ NN IN NN DT VBP RB VBG NN IN CC JJ RB NN IN VBN NN NN IN JJ NN NN MD VB DT NN IN CC VB JJ NN DT NN IN JJ NN IN CC DT FW FW FW IN NNP RB RB NN DT CD JJ NN IN NN IN NNP CC VB NN DT NN IN NN NN TO 
LINC00672	p53	NN RB NN VB SYM : VBG NN NN NNS IN IN JJ JJ DT JJR NN DT JJ VB WDT RB NN JJ NN IN NN DT VBP RB VBG NN IN CC JJ RB NN IN VBN NN NN IN JJ NN NN MD VB DT NN IN CC VB JJ NN DT NN IN JJ NN IN CC DT FW FW FW IN NNP RB RB NN DT CD JJ NN IN NN IN NNP CC VB NN DT NN IN NN NN TO 
LINC00672	LASP1	VBP VBG DT VBP IN NN MD NN NN NN DT NN DT JJ NN IN JJ NN RB NN NN CC NN NN TO 
HOTAIR	SRF	VB RB JJ NN IN CC CC NN MD NN DT NN IN JJ NN NN CC NN NN IN NN 
CASC2	CPEB1	VB NN NN IN JJ DT JJ NN IN NN NN VBP RB NN CC VB NN NN NN IN JJ CC NN NN DT DT NN IN NN NN NN JJ DT 
LINC01213	NRAS	VB RB NN NN CC NN VB NN IN NN CC NN VBP VB NN TO NNS 
LINC01133	NRAS	VB RB NN NN CC NN VB NN IN NN CC NN VBP VB NN TO NNS 
LOC284578	NRAS	VB RB NN NN CC NN VB NN IN NN CC NN VBP VB NN TO NNS 
PVT1	CD151	VB NN DT NN IN NN IN DT NN IN CC NN VB NN IN NN NN VBD VB NN IN NN WDT IN NN IN DT VBN JJ CC NN NN NN IN NN VB 
PVT1	FGF2	VB NN DT NN IN NN IN DT NN IN CC NN VB NN IN NN NN VBD VB NN IN NN WDT IN NN IN DT VBN JJ CC NN NN NN IN NN VB 
MALAT1	JAG1	VB NN NN NN NN NN CC NN NN IN JJ NN 
SNHG1	p53	VB NN IN NN NN DT NN VB NN IN DT PRP IN VBG NN IN CC VB PRP NN IN NN IN NN VBZ WDT NN NN CC VB NN JJ VBP IN NN NN NN IN NN 
SNHG1	p53	VBP NN PRP$ VBZ IN NN DT NN IN NN CC NN NN NN CC NN JJ NN IN NN CC VBP JJ JJ IN NN DT NN IN NN JJ NN IN JJ VB RB 
SNHG20	ZEB1	NN NN NNP NN CC NN NN VB VB VB TO NN DT NN IN NN CC NN DT JJ NN NN IN NNP NN NN NN CC NN NN NN VB VB TO VB NN DT NN CC NN NN NN NN CC NN JJ VB VBP TO VB DT NN CC NN NN NN IN NN CC NN JJ JJ NN NN NN NN CC NN 
SNHG20	ZEB2	NN NN NNP NN CC NN NN VB VB VB TO NN DT NN IN NN CC NN DT JJ NN NN IN NNP NN NN NN CC NN NN NN VB VB TO VB NN DT NN CC NN NN NN NN CC NN JJ VB VBP TO VB DT NN CC NN NN NN IN NN CC NN JJ JJ NN NN NN NN CC NN 
SNHG20	ZEB1	VB RB JJ NN IN NN NN NN CC NN NN CC VBN NN DT NN NN IN NNP 
SNHG20	ZEB2	VB RB JJ NN IN NN NN NN CC NN NN CC VBN NN DT NN NN IN NNP 
SNHG20	EZH2	VB NN JJ VBP IN NN MD NN TO NN IN NN CD NN CC VB NN NN 
HAS1	PCNA	VB NN JJ VBP IN JJ NN IN NN DT NN JJ NN CC NN NN NN IN NNP 
HAS1	NKD1	NN NN NN NN NN CC NN NN NN NN VBP IN VBP IN NN IN NN IN NN NN CD NN NN NN NN VBP IN NN DT NN CC NN 
HAS1	p21	NN NN NN NN NN CC NN NN NN NN VBP IN VBP IN NN IN NN IN NN NN CD NN NN NN NN VBP IN NN DT NN CC NN 
NEAT1	p53	VB NN IN DT NN NNS IN JJ NN JJ NNP NN IN NN IN NN DT NN VB DT JJ JJ NN IN 
NEAT1	p53	VBZ NN DT NN IN NN NN IN NN DT JJ NN IN NN IN NN NN CC VBP RB VBP NN NN WDT NNPS IN JJ 
Linc00441	RB1	VB PRP VBP IN NN JJ VBN JJ VB JJ NN IN NN NN IN JJ NN 
Linc00441	RB1	JJ NN IN NN DT JJ NN IN CC NN JJ JJ NN MD VB DT FW FW NN NN IN DT NN IN NNP IN CC VB MD NN DT NN NN IN NN NN IN DT 
lncRNA-MODR	RUNX2	VBN NN VB RB NN IN JJ NN NN VBD NN IN NN NN NN DT NN IN DT JJ JJ NN JJ NN CD NN 
lncRNA-MODR	RUNX2	NN NN VBP DT DT JJ NN IN NN CC VBZ IN NN NN IN VB NN 
H19	Igf2	JJ NN JJ NN CD NN CC NN NN VB RB CC NN DT JJ VBP VB RB RBS VB NN RB DT CC NN IN DT JJ 
H19	IGF2	VB NNP NN IN JJ NN VBD IN NN DT : VBG NN JJ RB NN VBG RB IN NN CC NN MD VB VB NN IN 
KvLQT1	KvDMR1	NN NN DT NNS IN RB NN NN IN NN DT VBN RB NN NN IN DT NN IN DT NN 
H19	Igf2	NN NN DT NN CC NN NN JJ RB NN IN CD CC NN VB RB 
H19	Igf2	VB NN DT RB JJ NN IN DT JJ CC NN NN IN DT JJ 
H19	IGF2	VB NN NN IN DT NN IN NN IN JJS IN NN IN NN IN NN NN DT VBP WDT MD NN TO PRP NN DT DT NN 
H19	IGF2	VB NNS VB NN IN NN IN NN NN IN NN NN NN CD DT VBP VBP TO NN JJ NN VBP NN JJ NN NN CD NN CC NN NN 
H19	p57	VB NNS VB NN IN NN IN NN NN IN NN NN NN CD DT VBP VBP TO NN JJ NN VBP NN JJ NN NN CD NN CC NN NN 
Xist	Dnmt1	VBP NN NN IN NN NN CC VB IN NN DT NN IN CC NN NN IN NN NN NN NN DT JJ NN NN IN NNP JJ NN DT JJ NN IN NN NN NN 
H19	CDKN1C	VB VBP NN JJ NN IN JJ JJ NN NN NN CC NN VBP VB NN IN NNS 
H19	IGF2	VB VBP NN JJ NN IN JJ JJ NN NN NN CC NN VBP VB NN IN NNS 
KCNQ1OT1	CDKN1C	VB VBP NN JJ NN IN JJ JJ NN NN NN CC NN VBP VB NN IN NNS 
KCNQ1OT1	IGF2	VB VBP NN JJ NN IN JJ JJ NN NN NN CC NN VBP VB NN IN NNS 
H19	CDKN1C	NN DT VB DT JJ NN IN DT NN IN DT NN NN IN NN IN DT NN NN WRB NN NN VB NN IN NN IN VBG CC NN NN IN CC NN VBG 
H19	IGF2	NN DT VB DT JJ NN IN DT NN IN DT NN NN IN NN IN DT NN NN WRB NN NN VB NN IN NN IN VBG CC NN NN IN CC NN VBG 
KCNQ1OT1	CDKN1C	NN DT VB DT JJ NN IN DT NN IN DT NN NN IN NN IN DT NN NN WRB NN NN VB NN IN NN IN VBG CC NN NN IN CC NN VBG 
KCNQ1OT1	IGF2	NN DT VB DT JJ NN IN DT NN IN DT NN NN IN NN IN DT NN NN WRB NN NN VB NN IN NN IN VBG CC NN NN IN CC NN VBG 
Xist	G6PD	VB JJ DT NN IN DT JJ VBN TO VB DT NNP IN FW FW NN CC NN JJ NN NN IN DT JJ NN NN IN DT JJ NN NN CC NN NN IN JJ NN 
Xist	PGK	VB JJ DT NN IN DT JJ VBN TO VB DT NNP IN FW FW NN CC NN JJ NN NN IN DT JJ NN NN IN DT JJ NN NN CC NN NN IN JJ NN 
H19	Igf2	JJ NN DT JJ JJ NN IN CC NN VB NN TO NN IN JJ NN CC VBN VBN RB VBN WRB NN VB NN IN DT JJ JJ NN 
H19	Dnmt1	JJ NN DT JJ JJ NN IN CC NN VB NN TO NN IN JJ NN CC VBN VBN RB VBN WRB NN VB NN IN DT JJ JJ NN 
H19	EGF	VB NN NN NN VB JJ NN IN JJ NN NN NN JJ NN IN NN JJ NN NN VB RBR NN IN CC NN NN IN NN DT NN JJ IN NN NN CC NN VB 
H19	FGF-2	VB NN NN NN VB JJ NN IN JJ NN NN NN JJ NN IN NN JJ NN NN VB RBR NN IN CC NN NN IN NN DT NN JJ IN NN NN CC NN VB 
H19	Snrpn	VB TO VB WRB NN IN NN NN NN DT JJ NN NN PRP VBP NNS NN IN NN CC VB NN DT JJ NN IN CD JJ NN NN NN CC NN 
H19	Igf2	VB TO VB WRB NN IN NN NN NN DT JJ NN NN PRP VBP NNS NN IN NN CC VB NN DT JJ NN IN CD JJ NN NN NN CC NN 
H19	Igf2r	VB TO VB WRB NN IN NN NN NN DT JJ NN NN PRP VBP NNS NN IN NN CC VB NN DT JJ NN IN CD JJ NN NN NN CC NN 
H19	L23mrp	VB NN DT JJ NN IN CC NN NN DT CC NN DT NN 
H19	Igf2	VB NN VB NN IN DT VB RB VBP IN NN DT NN VB NN IN DT JJ 
2G7	MRPL23	VBP VBP PRP RB VBP CD RB NN NN NN CC CD NN IN CD NN IN JJ RB NN IN DT JJ NN WDT VBP NN NN CD NN IN DT JJ 
2G7	TNNT3	VBP VBP PRP RB VBP CD RB NN NN NN CC CD NN IN CD NN IN JJ RB NN IN DT JJ NN WDT VBP NN NN CD NN IN DT JJ 
H19	MRPL23	VBP VBP PRP RB VBP CD RB NN NN NN CC CD NN IN CD NN IN JJ RB NN IN DT JJ NN WDT VBP NN NN CD NN IN DT JJ 
H19	TNNT3	VBP VBP PRP RB VBP CD RB NN NN NN CC CD NN IN CD NN IN JJ RB NN IN DT JJ NN WDT VBP NN NN CD NN IN DT JJ 
H19	DUSP8	VB NN DT NN NN IN DT JJ NN NN IN CC NN VBP VB RB RB 
H19	MUCDHL	VB NN DT NN NN IN DT JJ NN NN IN CC NN VBP VB RB RB 
H19	PEG3	VB VBG NN CD JJ PRP VBP DT JJ NN IN JJ NN IN DT JJ RB NN CC NN CC NN NN IN DT JJ RB NN CC NN NNS IN CD CD TO 
H19	SNRPN	VB VBG NN CD JJ PRP VBP DT JJ NN IN JJ NN IN DT JJ RB NN CC NN CC NN NN IN DT JJ RB NN CC NN NNS IN CD CD TO 
H19	NESP55	VB VBG NN CD JJ PRP VBP DT JJ NN IN JJ NN IN DT JJ RB NN CC NN CC NN NN IN DT JJ RB NN CC NN NNS IN CD CD TO 
KvDMR1	KCNQ1	NN NN DT JJ JJS NN NNS IN VB DT NN IN NN IN DT JJ NN IN NN DT JJ NN NN IN DT NN 
XIST	RPS4Y	VB NN DT JJ NN IN JJ NN IN NN NN CC NN CC NN JJ NN NN NN IN JJ MD RB VB TO NN NN IN NN NN IN DT JJ 
XIST	SMCY	VB NN DT JJ NN IN JJ NN IN NN NN CC NN CC NN JJ NN NN NN IN JJ MD RB VB TO NN NN IN NN NN IN DT JJ 
XIST	UTY	VB NN DT JJ NN IN JJ NN IN NN NN CC NN CC NN JJ NN NN NN IN JJ MD RB VB TO NN NN IN NN NN IN DT JJ 
H19	Igf2	NN NN CC NN VB RB NN NN 
H19	VDUP1	NN NN JJ NN IN DT JJ NN IN DT NN IN DT JJ JJ NN VB WRB NN DT NN VB JJ TO VB RBR NN DT NN IN JJ NN NN NN NN CD : NN VBN NN CD NN CC NN DT JJ NN VBP IN NN DT VBN NN NN : VB NN VB RB NN IN NN IN DT NN NN 
H19	VDUP1	NN DT RB NN IN DT NN WDT NN NN CC NN DT VBP VB NN IN NN CC NN JJ NN DT JJ NN IN VBZ IN WRB NN DT NN IN DT NN TO DT VBP NN IN DT JJ NN NN NN IN JJ JJ 
H19	OCT4	VB PRP VB DT NN IN NN NN IN NN NN NN CC NN NN IN CC NN NN NN IN NNP CC NN NN RB 
H19	OCT4	NN IN DT JJ NN NN NN VBP IN NN NN IN JJ RB 
H19	Igf2r	VB VB TO VB IN VBG JJ JJ VBP VB NN IN DT VBP NN IN NN NN PRP FW DT NN NN NN IN VBN RB NN IN CD JJ NN NN CC NN 
Lit1	Igf2r	VB VB TO VB IN VBG JJ JJ VBP VB NN IN DT VBP NN IN NN NN PRP FW DT NN NN NN IN VBN RB NN IN CD JJ NN NN CC NN 
H19	Ascl2	VB NN JJ NN NN NN IN DT JJ RB NN IN NN NN NN CC NN IN NN IN DT NN JJ NN NN IN DT RBS VB 
H19	Snrpn	VB NN JJ NN NN NN IN DT JJ RB NN IN NN NN NN CC NN IN NN IN DT NN JJ NN NN IN DT RBS VB 
H19	Xist	VB NN JJ NN NN NN IN DT JJ RB NN IN NN NN NN CC NN IN NN IN DT NN JJ NN NN IN DT RBS VB 
H19	Snrpn	VB NN VB NN IN NN CC NN NN IN CC VB DT NN NN JJ NN IN DT 
H19	NDN	VB NNP CD NN NNP NNP NN CC NN NN TO VB NN IN CC JJ JJ VB NN IN NN IN NN NN IN IN CD NN NN VBP JJ NN IN DT NNP IN NN NN CC NN NN VB NN DT DT JJ NN 
H19	SNRPN	VB NNP CD NN NNP NNP NN CC NN NN TO VB NN IN CC JJ JJ VB NN IN NN IN NN NN IN IN CD NN NN VBP JJ NN IN DT NNP IN NN NN CC NN NN VB NN DT DT JJ NN 
H19	IGF2	VB NNP CD NN NNP NNP NN CC NN NN TO VB NN IN CC JJ JJ VB NN IN NN IN NN NN IN IN CD NN NN VBP JJ NN IN DT NNP IN NN NN CC NN NN VB NN DT DT JJ NN 
JADE	Jade1	VB NN RB NN NN DT JJ NN IN DT NN JJ NN NN TO NN NN NN 
JADE	HBO1	VB NN RB NN NN DT JJ NN IN DT NN JJ NN NN TO NN NN NN 
SOX2OT	SOX2	VB RB PRP VBP NN DT JJ NN IN NN NN IN CC DT NN IN NN NN IN NN CC NN NN IN NN JJ NN NN NN NN 
SOX2OT	OCT4	VB RB PRP VBP NN DT JJ NN IN NN NN IN CC DT NN IN NN NN IN NN CC NN NN IN NN JJ NN NN NN NN 
SOX2OT	OCT4	VBP NNS PRP$ NN DT JJ NN NN IN NN IN IN CC NN NN IN NN VBP NN TO DT JJ VB NN IN DT NN IN JJ 
SOX2OT	SOX2	VBP NNS PRP$ NN DT JJ NN NN IN NN IN IN CC NN NN IN NN VBP NN TO DT JJ VB NN IN DT NN IN JJ 
HOTTIP	HOXA13	RB VBP IN NNS JJ CC NN VBP PRP VBP DT NN DT NN IN CC NN VB NN IN NN NN JJ CC VBP NN NN 
Malat1	YAP	VBN RB VBP NNS DT VBP NN DT JJ NN DT NN IN NN CC NN CC VBP NN DT JJ NN IN VB IN NN JJ JJ NN 
Malat1	SRSF1	VBN RB VBP NNS DT VBP NN DT JJ NN DT NN IN NN CC NN CC VBP NN DT JJ NN IN VB IN NN JJ JJ NN 
H19	Peg3	VB NN DT NN IN CC NN NN NN IN NN NN CC NN VB NN IN JJ CC NN IN DT JJ NN IN DT 
H19	Ndn	VB NN DT NN IN CC NN NN NN IN NN NN CC NN VB NN IN JJ CC NN IN DT JJ NN IN DT 
H19	Snrpn	VB NN DT NN IN CC NN NN NN IN NN NN CC NN VB NN IN JJ CC NN IN DT JJ NN IN DT 
H19	Peg3	NN VB PRP VB NN NN IN JJ NN CC NN CC NN IN DT NN VBZ JJ NN CC NN NN IN CC NN CC NN DT NN IN NN VBP RB 
H19	Snrpn	NN VB PRP VB NN NN IN JJ NN CC NN CC NN IN DT NN VBZ JJ NN CC NN NN IN CC NN CC NN DT NN IN NN VBP RB 
H19	CpG7	NN VB PRP VB NN NN IN JJ NN CC NN CC NN IN DT NN VBZ JJ NN CC NN NN IN CC NN CC NN DT NN IN NN VBP RB 
H19	CpG11	NN VB PRP VB NN NN IN JJ NN CC NN CC NN IN DT NN VBZ JJ NN CC NN NN IN CC NN CC NN DT NN IN NN VBP RB 
NEAT1	SFPQ	NN RB NNS PRP$ NN IN NN NN DT JJ NN IN DT JJ JJ NN IN DT JJ NN IN JJ NN IN DT JJ JJ NN IN CC NN 
CDKN2BAS	CDKN2A	NN NN RB PRP VB TO NN DT NN IN DT NN NN NN NN CC NN VBP IN NN TO NN DT NN NN NN CC NN DT NN IN NN NN IN NN CC JJ JJ NN NN DT NN IN CD JJ CD JJ CC JJ CD JJ NNP IN NN NN VB 
linc-POU3F3	EZH2	JJ NN IN NN NN NN VB NN IN DT NN NN NN 
H19	Snrpn	JJ NN DT JJ JJ NN IN DT JJ NN NN CC NN VB NN IN CC DT CC NN DT NN IN DT JJ NN IN CC NN 
Kcnq1ot1	Snrpn	JJ NN DT JJ JJ NN IN DT JJ NN NN CC NN VB NN IN CC DT CC NN DT NN IN DT JJ NN IN CC NN 
TUG1	HOXB7	VB VBP RB NN NN IN MD VB NN NN NN NN NN VBP IN NN DT NN IN NN VB NN IN NN NN IN NN CD NN DT JJ NN IN CC NN VB VBN 
TUG1	EZH2	VB VBP RB NN NN IN MD VB NN NN NN NN NN VBP IN NN DT NN IN NN VB NN IN NN NN IN NN CD NN DT JJ NN IN CC NN VB VBN 
TUG1	ChIP	VB VBP RB NN NN IN MD VB NN NN NN NN NN VBP IN NN DT NN IN NN VB NN IN NN NN IN NN CD NN DT JJ NN IN CC NN VB VBN 
TUG1	HOXB7	VB RB VBP DT NN WDT NN NN : VBN VB DT NN NN WDT NN IN NN IN NN IN 
lincRNA-p21	p53	VBP VBG DT VBP IN NN NN JJ NN CC NN NN DT NN NN NN NN IN NN IN NN DT DT JJ NN IN JJ NN 
MEG3	p53	VB RB NN NN NN IN NN 
UCA1	hnRNPA1	VB NN IN VBP PRP VBP IN NN CC VB NN NN VBZ IN NN IN NN NN CC VBZ RB JJ 
FOXCUT	FOXC1	VBN WRB NN DT NN IN VB IN JJ VBP NN NN NN NN DT NN IN VB RB 
LEF1NAT	PTEN	NN NN DT NN IN NN CC NN VB NN NN JJ CC NN NN 
SNHG15	MYC	VB NN NN NN NN IN NN NN VBP NN NN IN JJ JJ NN IN NN VBP NN NN NNS CC NN 
SNHG15	NRAS	VB NN NN NN NN IN NN NN VBP NN NN IN JJ JJ NN IN NN VBP NN NN NNS CC NN 
SNHG15	BAG3	VB NN NN NN NN IN NN NN VBP NN NN IN JJ JJ NN IN NN VBP NN NN NNS CC NN 
SNHG15	ERBB3	VB NN NN NN NN IN NN NN VBP NN NN IN JJ JJ NN IN NN VBP NN NN NNS CC NN 
SMIM31	AGR2	VB NN DT NN NN IN NN CC NN NN IN CC JJ CC NN JJ VB RB 
MALAT1	RPL19	NN NNS DT JJ VBN VB NN NN CC NN CC NN NNS DT JJ VBP VB NN NN CC NN 
MALAT1	SCGB2A2	NN NNS DT JJ VBN VB NN NN CC NN CC NN NNS DT JJ VBP VB NN NN CC NN 
MALAT1	FTL	NN NNS DT JJ VBN VB NN NN CC NN CC NN NNS DT JJ VBP VB NN NN CC NN 
U85	RPL19	NN NNS DT JJ VBN VB NN NN CC NN CC NN NNS DT JJ VBP VB NN NN CC NN 
U85	SCGB2A2	NN NNS DT JJ VBN VB NN NN CC NN CC NN NNS DT JJ VBP VB NN NN CC NN 
U85	FTL	NN NNS DT JJ VBN VB NN NN CC NN CC NN NNS DT JJ VBP VB NN NN CC NN 
CTXND1	MST1	VB RB NN JJ VBP IN NN NN NN JJ NN IN VB IN NN NN CC VB NN NN IN CC NN VBG RB NN DT NN IN NN NN JJ NN CC NN NN 
HOTAIR	STAT3	VB NN JJ NN IN DT NN IN VBP IN NN MD RB NN DT NN IN DT NN IN JJ NN CC NN NN IN VBP NN JJ NN IN DT NN CC NN NN IN DT JJ NN IN DT NN IN 
HOTAIR	STAT3	JJ JJ NN DT NN IN NN VB NN IN JJ NN IN NN VBP DT NN IN DT 
